TEAM,GP,W,L,MIN,"OPP
FGM","OPP
FGA","OPP
FG%","OPP
3PM","OPP
3PA","OPP
3P%","OPP
FTM","OPP
FTA","OPP
FT%","OPP
OREB","OPP
DREB","OPP
REB","OPP
AST","OPP
TOV","OPP
STL","OPP
BLK","OPP
BLKA","OPP
PF","OPP
PFD","OPP
PTS",+/-,Season
Golden State Warriors,50,21,29,48.5,32.3,77.0,42.0,3.9,11.5,33.6,22.3,30.6,72.8,13.1,30.1,43.2,20.5,14.7,8.0,6.1,4.4,20.5,25.4,90.8,2.5,1998
Boston Celtics,50,19,31,48.6,34.5,77.9,44.3,3.5,11.2,31.2,22.4,30.1,74.2,12.8,30.9,43.7,20.4,16.8,9.2,5.1,5.1,20.0,23.9,94.9,1.9,1998
Dallas Mavericks,50,19,31,48.3,36.3,80.7,45.0,4.3,13.7,31.5,17.1,23.9,71.7,13.2,30.4,43.6,21.5,14.0,7.2,4.9,5.8,20.8,21.3,94.0,2.4,1998
Washington Wizards,50,18,32,48.2,34.1,76.5,44.6,4.4,12.4,35.2,20.9,28.4,73.6,12.3,30.3,42.7,21.6,15.8,8.0,4.2,3.9,21.7,23.0,93.4,2.2,1998
New Jersey Nets,50,16,34,48.2,35.9,79.4,45.3,4.5,13.1,34.1,18.9,26.0,72.7,12.5,31.6,44.1,19.4,16.3,7.9,6.5,5.5,21.7,22.7,95.2,3.8,1998
Denver Nuggets,50,14,36,48.1,37.7,80.3,46.9,4.7,12.8,37.0,19.9,26.8,74.5,12.4,30.0,42.4,23.5,14.0,7.9,5.5,5.5,22.1,22.9,100.1,6.6,1998
Chicago Bulls,50,13,37,48.3,34.5,75.7,45.5,4.2,12.2,34.0,18.3,24.9,73.3,11.0,31.4,42.4,22.0,15.6,8.9,5.7,3.4,21.5,22.2,91.4,9.5,1998
Los Angeles Clippers,50,9,41,48.5,36.6,77.2,47.4,4.4,12.5,35.4,21.6,28.9,74.6,12.8,30.1,42.9,22.0,15.6,8.4,5.8,4.7,20.8,24.5,99.2,8.8,1998
Vancouver Grizzlies,50,8,42,48.7,36.3,78.3,46.3,4.6,13.1,35.1,20.4,28.0,72.9,13.4,29.1,42.5,23.8,15.6,9.8,6.6,4.0,23.3,22.5,97.5,8.7,1998
Chicago Bulls,82,62,20,48.4,34.1,79.1,43.1,4.0,12.5,32.2,17.4,23.9,72.9,12.4,27.3,39.7,19.5,15.5,8.0,4.3,4.3,21.6,20.6,89.6,-7.1,1997
Utah Jazz,82,62,20,48.2,34.2,77.9,43.9,4.9,13.7,35.7,21.1,27.9,75.7,12.0,24.5,36.5,20.6,14.1,7.9,5.2,5.0,26.0,23.9,94.4,-6.5,1997
Los Angeles Lakers,82,61,21,48.4,36.4,82.9,43.9,4.6,13.1,35.4,20.4,27.8,73.2,13.7,28.5,42.2,22.5,15.6,8.0,5.2,6.8,26.2,22.7,97.8,-7.7,1997
Seattle SuperSonics,82,61,21,48.2,35.3,79.2,44.6,5.1,15.7,32.4,17.7,24.4,72.4,13.9,28.2,42.1,22.3,17.0,7.8,4.9,4.6,22.2,22.1,93.4,-7.2,1997
Indiana Pacers,82,58,24,48.4,34.0,78.7,43.2,3.3,10.6,31.6,18.6,25.6,72.8,13.6,27.5,41.1,19.4,15.1,7.9,4.5,4.5,22.5,22.7,89.9,-6.1,1997
Phoenix Suns,82,56,26,48.7,35.6,80.7,44.2,4.8,13.3,36.1,18.3,25.0,73.2,12.8,28.6,41.4,22.0,16.6,8.8,3.9,5.2,21.6,21.5,94.4,-5.2,1997
San Antonio Spurs,82,56,26,48.4,33.4,81.2,41.1,4.1,12.5,32.8,17.7,23.9,74.0,12.4,27.3,39.7,19.0,12.7,8.9,4.6,6.9,22.5,21.1,88.5,-4.0,1997
Miami Heat,82,55,27,48.2,33.2,77.5,42.8,3.7,11.2,33.1,19.9,26.8,74.4,12.9,27.2,40.1,19.9,14.8,7.8,4.5,5.2,22.6,24.2,90.0,-4.9,1997
Charlotte Hornets,82,51,31,48.2,36.3,78.3,46.4,4.5,13.0,34.7,17.5,24.0,73.1,11.8,27.5,39.3,22.0,15.1,7.1,4.5,3.8,23.2,21.4,94.6,-2.0,1997
Atlanta Hawks,82,50,32,48.5,36.1,81.7,44.2,4.2,12.4,34.2,15.9,21.6,73.5,13.2,26.2,39.4,21.4,13.6,7.5,4.5,6.0,23.1,20.4,92.3,-3.5,1997
Cleveland Cavaliers,82,47,35,48.4,32.8,75.8,43.3,4.2,12.1,34.4,20.0,26.5,75.5,11.6,27.2,38.7,21.8,17.6,8.6,5.5,5.1,23.2,23.6,89.8,-2.7,1997
Portland Trail Blazers,82,46,36,48.4,34.3,79.5,43.1,4.5,13.3,34.3,19.8,27.5,72.2,12.3,26.8,39.2,21.5,14.1,9.4,5.4,5.7,22.2,22.7,92.9,-1.4,1997
Minnesota Timberwolves,82,45,37,48.6,37.5,83.7,44.8,5.3,14.7,35.8,20.1,27.1,74.2,13.6,29.4,43.0,23.3,15.0,7.4,5.0,5.2,22.7,23.0,100.4,-0.7,1997
New Jersey Nets,82,43,39,48.5,36.8,78.1,47.1,4.3,12.6,34.6,20.2,27.0,74.8,13.2,28.2,41.4,21.6,18.1,7.5,6.3,3.8,24.7,23.4,98.1,-1.6,1997
New York Knicks,82,43,39,48.4,32.0,74.8,42.8,4.0,12.7,31.7,21.1,28.1,75.0,10.4,28.5,39.0,19.3,15.0,8.0,3.8,3.4,20.8,23.7,89.1,-2.5,1997
Washington Wizards,82,42,40,48.3,36.3,79.8,45.5,4.2,11.9,35.6,19.8,26.5,74.7,12.5,30.1,42.6,21.0,16.2,7.7,4.5,4.6,23.5,22.4,96.6,-0.6,1997
Houston Rockets,82,41,41,48.4,38.7,82.5,46.9,5.0,13.7,36.5,17.1,23.1,74.4,12.7,28.4,41.1,23.3,14.3,8.9,4.5,3.6,21.3,20.2,99.5,0.8,1997
Orlando Magic,82,41,41,48.4,35.7,78.8,45.4,3.8,11.8,32.4,15.9,21.6,73.6,13.3,27.7,40.9,21.2,15.4,9.1,4.7,5.4,22.8,19.7,91.2,1.1,1997
Detroit Pistons,82,37,45,48.7,34.6,77.8,44.5,4.4,13.4,33.0,18.9,25.3,74.6,12.1,28.5,40.5,21.4,15.4,7.9,4.7,4.2,22.9,22.0,92.6,-1.6,1997
Boston Celtics,82,36,46,48.1,34.9,72.9,47.9,3.6,11.5,31.8,25.0,33.6,74.5,12.4,29.8,42.2,22.3,20.6,8.5,5.0,4.5,21.0,26.9,98.5,2.6,1997
Milwaukee Bucks,82,36,46,48.6,35.5,77.1,46.1,3.7,11.3,32.7,21.7,29.2,74.3,12.2,27.5,39.8,21.3,16.4,9.3,4.9,4.4,22.0,23.4,96.4,1.9,1997
Philadelphia 76ers,82,31,51,48.2,35.4,78.5,45.1,4.7,13.6,34.4,20.1,27.6,73.0,13.6,28.5,42.1,23.5,16.1,9.3,6.2,6.0,23.2,22.9,95.7,2.4,1997
Sacramento Kings,82,27,55,48.1,37.7,82.6,45.7,4.2,11.8,35.6,19.0,25.6,74.2,14.1,30.9,45.0,22.2,15.3,8.5,5.7,5.1,21.6,22.1,98.7,5.6,1997
Dallas Mavericks,82,20,62,48.5,38.3,83.2,46.0,4.7,13.8,34.2,16.3,22.8,71.4,14.9,32.2,47.1,23.0,15.1,8.0,4.6,5.7,19.6,20.0,97.5,6.1,1997
Golden State Warriors,82,19,63,48.4,36.5,82.2,44.4,4.1,11.7,34.7,20.3,27.9,72.9,13.8,30.9,44.7,24.5,14.1,9.2,5.8,5.5,20.0,22.7,97.4,9.1,1997
Vancouver Grizzlies,82,19,63,48.4,39.4,82.9,47.5,5.2,13.5,38.5,19.9,27.2,73.2,14.0,28.7,42.7,25.6,14.2,10.2,6.6,4.3,22.3,22.1,103.9,7.3,1997
Los Angeles Clippers,82,17,65,48.2,39.5,83.3,47.4,4.1,11.3,36.2,20.3,27.6,73.4,14.3,30.1,44.4,22.3,14.1,8.9,5.0,5.6,21.3,22.3,103.3,7.4,1997
Toronto Raptors,82,16,66,48.6,39.9,83.2,47.9,4.8,12.6,38.3,19.5,27.9,70.0,15.5,30.6,46.0,27.1,16.7,9.0,6.3,8.1,21.3,22.6,104.2,9.3,1997
Denver Nuggets,82,11,71,48.1,36.8,77.7,47.3,5.1,13.5,37.9,22.2,29.4,75.4,13.3,29.3,42.6,24.2,15.2,8.1,6.5,4.8,21.7,23.6,100.8,11.8,1997
Chicago Bulls,82,69,13,48.1,35.3,81.1,43.6,5.7,17.2,33.5,15.9,21.6,73.7,13.3,26.9,40.2,19.7,15.8,7.6,3.5,4.0,21.1,19.7,92.3,-10.8,1996
Utah Jazz,82,64,18,48.4,33.0,75.5,43.8,6.4,18.0,35.2,21.9,29.2,75.0,11.7,25.6,37.3,19.4,16.2,7.8,4.5,5.1,24.9,24.1,94.3,-8.8,1996
Miami Heat,82,61,21,48.3,32.8,75.9,43.2,5.0,13.8,36.2,18.8,25.7,73.1,12.2,28.3,40.5,18.4,16.2,7.9,4.8,5.4,22.3,23.4,89.3,-5.5,1996
Houston Rockets,82,57,25,48.4,37.0,83.5,44.3,6.3,18.9,33.5,15.9,21.8,72.9,12.5,28.4,41.0,22.4,14.3,8.9,4.5,4.2,21.2,19.6,96.1,-4.5,1996
New York Knicks,82,57,25,48.4,32.5,76.5,42.5,5.9,16.8,35.0,21.4,29.1,73.3,11.1,27.1,38.2,19.4,16.3,8.9,3.6,4.6,23.0,24.8,92.2,-3.1,1996
Seattle SuperSonics,82,57,25,48.2,33.6,76.3,44.1,7.5,20.0,37.2,18.5,24.9,74.1,12.4,27.5,39.9,21.3,18.7,7.7,5.2,4.7,23.5,22.0,93.2,-7.7,1996
Atlanta Hawks,82,56,26,48.3,34.2,78.7,43.5,5.9,17.1,34.7,15.1,20.4,73.7,12.7,27.1,39.9,20.3,15.5,7.4,4.0,5.2,21.3,19.4,89.4,-5.4,1996
Los Angeles Lakers,82,56,26,48.6,35.6,80.7,44.1,5.8,16.8,34.7,18.6,25.9,71.8,13.5,28.9,42.4,22.9,16.4,7.6,4.7,7.0,23.6,22.2,95.7,-4.3,1996
Charlotte Hornets,82,54,28,48.3,37.3,81.1,46.0,5.9,16.6,35.7,16.5,22.6,73.0,13.1,27.5,40.6,21.7,13.9,6.5,4.1,4.3,21.7,20.8,97.0,-1.9,1996
Detroit Pistons,82,54,28,48.4,33.8,76.0,44.4,6.4,17.4,36.9,15.0,20.3,73.7,11.8,27.6,39.4,21.9,14.6,6.0,3.4,3.5,21.8,20.1,88.9,-5.2,1996
Portland Trail Blazers,82,49,33,48.4,34.1,78.3,43.6,5.6,15.6,35.7,21.0,28.4,73.9,11.6,26.8,38.4,20.8,15.1,8.0,5.2,5.3,23.0,23.5,94.8,-4.2,1996
Orlando Magic,82,45,37,48.4,36.2,78.7,46.0,5.5,16.2,34.3,16.6,22.7,73.2,13.2,29.2,42.4,21.9,16.0,8.6,5.1,4.4,21.6,20.0,94.5,0.4,1996
Washington Bullets,82,44,38,48.4,36.7,80.9,45.4,6.0,16.2,37.1,18.3,24.4,74.9,12.5,28.5,40.9,20.4,16.5,8.1,4.1,4.9,21.6,22.1,97.7,-1.6,1996
Cleveland Cavaliers,82,42,40,48.4,30.3,68.8,44.1,5.6,15.0,37.3,19.4,26.1,74.2,10.3,26.7,37.0,20.1,16.2,6.7,4.3,3.8,21.3,23.0,85.6,-1.8,1996
Minnesota Timberwolves,82,40,42,48.2,35.9,79.7,45.0,5.7,15.7,36.2,20.1,26.6,75.4,13.0,28.8,41.9,21.8,15.7,8.0,5.4,6.8,22.3,22.2,97.6,1.5,1996
Phoenix Suns,82,40,42,48.4,38.8,83.1,46.7,6.6,18.0,36.8,17.9,24.2,73.9,12.8,30.0,42.8,24.3,15.8,8.1,4.5,3.9,22.4,21.1,102.2,-0.7,1996
Indiana Pacers,82,39,43,48.6,34.1,77.5,44.0,6.1,17.6,34.7,20.0,26.6,75.3,12.2,27.6,39.8,21.2,15.7,8.5,5.1,4.8,23.8,24.1,94.4,-1.0,1996
Los Angeles Clippers,82,36,46,48.6,36.3,78.6,46.2,5.9,16.4,35.7,21.1,28.2,74.9,12.8,29.9,42.7,20.2,16.7,9.0,5.1,5.4,22.7,24.0,99.5,2.4,1996
Sacramento Kings,82,34,48,48.3,36.7,79.5,46.2,5.4,15.3,35.3,21.0,28.5,73.7,13.0,28.5,41.5,21.7,15.3,8.7,5.2,4.4,21.8,23.4,99.8,3.9,1996
Milwaukee Bucks,82,33,49,48.1,36.6,77.5,47.2,4.5,13.2,34.2,19.6,26.8,73.1,11.9,27.5,39.4,22.2,14.6,8.4,4.8,4.2,21.7,23.1,97.2,1.9,1996
Golden State Warriors,82,30,52,48.5,39.0,82.1,47.5,7.1,19.0,37.3,19.2,25.6,75.0,13.3,27.7,41.0,26.3,15.7,10.0,4.8,4.4,23.0,21.8,104.4,4.7,1996
Toronto Raptors,82,30,52,48.4,36.2,77.9,46.5,6.1,17.4,34.8,20.1,27.7,72.4,12.6,28.7,41.3,24.0,16.3,8.2,5.4,6.3,21.9,23.0,98.6,3.1,1996
New Jersey Nets,82,26,56,48.2,37.8,81.5,46.4,6.3,17.0,37.2,19.9,26.6,74.5,13.0,30.0,43.0,23.5,15.3,8.3,6.3,5.9,21.7,22.7,101.8,4.6,1996
Dallas Mavericks,82,24,58,48.3,36.2,78.9,45.8,6.6,17.6,37.3,18.1,24.1,75.1,13.4,29.6,43.0,21.9,15.7,8.4,5.3,4.3,20.7,21.9,97.0,6.4,1996
Philadelphia 76ers,82,22,60,48.2,40.4,85.9,47.0,6.8,18.6,36.5,19.1,26.0,73.3,14.5,29.9,44.4,25.2,15.6,10.0,6.0,4.8,24.5,21.1,106.7,6.5,1996
Denver Nuggets,82,21,61,48.6,40.2,86.1,46.7,5.9,15.0,39.3,17.8,23.7,75.0,13.2,30.0,43.2,22.5,12.9,8.9,5.5,5.9,21.0,21.8,104.1,6.3,1996
San Antonio Spurs,82,20,62,48.1,36.6,77.8,47.1,6.7,17.4,38.7,18.4,24.9,73.8,12.8,28.1,40.9,23.8,14.4,8.1,5.5,5.3,20.1,21.5,98.3,7.9,1996
Boston Celtics,82,15,67,48.5,41.0,81.7,50.3,6.0,16.5,36.5,19.8,27.5,72.0,12.3,32.0,44.3,26.0,17.6,8.8,6.8,3.8,22.3,23.4,107.9,7.3,1996
Vancouver Grizzlies,82,14,68,48.2,37.7,80.0,47.2,6.1,16.7,36.5,17.9,24.6,72.7,14.7,29.6,44.3,24.1,15.3,8.8,5.6,5.7,19.4,21.4,99.4,10.2,1996
